Id,Edit status,Owner,Group type,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Article Title,Content Type,Keywords,Included in phase 1?,Included in phase 2,Help docs scope (needs further discussion),Changes to existing doc (if applicable),Document change type,Existing content link (if applicable),Content dimensions,Group description (if applicable),Doc description (if applicable),User research validation,Primary targetted personas
440,Third review,Robert Nicolo,Supportive content,Archive,Okta Classic Engine ,Set up self-service registration,,,,Set up self-service registration,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- Set up self-service registration: https://developer.okta.com/docs/guides/archive-set-up-self-service-registration/main/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
441,Third review,Robert Nicolo,Supportive content,Archive,Okta Classic Engine ,Mobile apps,,,,Mobile apps,Summary redirect,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- Mobile apps: https://developer.okta.com/docs/guides/mobile-apps/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
443,Third review,Robert Nicolo,Supportive content,Archive,Okta Classic Engine ,Mobile apps,Build a custom sign-in UI,,,Build a custom sign-in UI in your mobile app,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- Build a custom sign-in UI in your mobile app: https://developer.okta.com/docs/guides/build-custom-ui-mobile/android/main/,Language,,,,"WIC App Developer,Experienced IAM developer"
444,Third review,Robert Nicolo,Supportive content,Archive,Okta Classic Engine ,Mobile apps,Unlock with biometrics,,,Unlock a mobile app with biometrics,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- Unlock a mobile app with biometrics: https://developer.okta.com/docs/guides/unlock-mobile-app-with-biometrics/android/main/
",Language,,,,"WIC App Developer,Experienced IAM developer"
445,Third review,Robert Nicolo,Supportive content,Archive,Okta Classic Engine ,Mobile apps,Share a sign-in session,,,Share a sign-in session with native mobile apps,Integration guide,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- Share a sign-in session with native mobile apps: https://developer.okta.com/docs/guides/shared-sso-android-ios/android/main/
",Language,,,,"WIC App Developer,Experienced IAM developer"
90,Third review,Robert Nicolo,Supportive content,Connect,,,,,,Connect,Not applicable,,"""Yes, its a menu dropdown""",TBD,Does not apply,,Not applicable,,Not applicable,Menu dropdown,,,"WIC App Developer,Experienced IAM developer"
93,Third review,Robert Nicolo,Supportive content,Connect,Developer forums,,,,,Developer forums,Link to external site,,"""Yes, it's a link to an external site""",TBD,Does not apply,,Not applicable,https://devforum.okta.com/,Not applicable,,,,"WIC App Developer,Experienced IAM developer"
94,Third review,Robert Nicolo,Supportive content,Connect,OktaDev on Youtube,,,,,OktaDev on Youtube,Link to external site,,"""Yes, it's a link to an external site""",TBD,Does not apply,,Not applicable,https://www.youtube.com/@OktaDev,Not applicable,,,,"WIC App Developer,Experienced IAM developer"
486,Third review,Robert Nicolo,Supportive content,Connect,Community toolkit,,,,,Community toolkit,Link to external site,,"""Yes, it's a link to an external site""",TBD,Does not apply,,Not applicable,https://toolkit.okta.com/apps/,Not applicable,This site looks like it may not be maintained anymore. Remove link?,,,"WIC App Developer,Experienced IAM developer"
95,Third review,Robert Nicolo,Supportive content,Product,,,,,,Product,Not applicable,,"""Yes, its a menu dropdown""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
490,Third review,Robert Nicolo,Supportive content,Product,Customer Identity Cloud,,,,,Customer Identity Cloud,Link to external site,,"""Yes, it's a link to an external site""",TBD,Does not apply,,Not applicable,"https://developer.auth0.com/
",Not applicable,Moved to this location to give the CIC link and name more context. Readers may not know that Okta represents WIC and Auth0 represents CIC and may not click as a result.,,,"WIC App Developer,Experienced IAM developer"
91,Third review,Robert Nicolo,Supportive content,Product,Roadmap,,,,,Roadmap,Link to external site,,"""Yes, it's a link to an external site""",TBD,Does not apply,Does Okta have a product roadmap page?,Not applicable,"Does Okta have a product roadmap page?
",Not applicable,Menu dropdown,,,"WIC App Developer,Experienced IAM developer"
96,Third review,Robert Nicolo,Supportive content,Product,Product lifecycle,,,,,Product lifecycle,Not applicable,,"""Yes, its a menu dropdown""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,Not applicable,,No doc dimension,Menu dropdown,,,"WIC App Developer,Experienced IAM developer"
97,Third review,Robert Nicolo,Supportive content,Product,Product lifecycle,ChangeLog,,,,ChangeLog,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers","- Currently marked as an ""explanation"" doc type but consider separate new content type
- Changes are underway for this section. See https://oktainc.atlassian.net/browse/OKTA-651863 for more details.",Existing doc: no changes identified,- Okta API Products Release Notes: https://developer.okta.com/docs/release-notes/,No doc dimension,"Auth0, Stripe, etc call these changelogs

- https://docs.stripe.com/changelog
- https://auth0.com/changelog
- ",,"Release notes is no longer a top-level category because of google analytics data 

Google analytics from Jan 2022 to Jan 2024. Release notes has been brought down a level because:

- release notes landing page represent .03% of all pageviews. For context: 
    - Reference landing page represents .31% of all pageviews
    - Guides landing page represents .24% of all pageviews
    - Concepts represent .04% of all pageviews
- 64% of release note entrances come from google, bing or another external source
- 36% release note entrances come from the site itself
    - Of the 36% coming from the site itself - 24% come from Event types because of all the embedded links
","WIC App Developer,Experienced IAM developer"
98,Third review,Robert Nicolo,Supportive content,Product,Product lifecycle,Feature Lifecycle Management,,,,Feature Lifecycle Management,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,- Feature lifecycle management: https://developer.okta.com/docs/concepts/feature-lifecycle-management/,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
172,Third review,Robert Nicolo,Main content,Reference,,,,,,Reference,Guide Hub,,"""Yes, phase 1 version can be a very simple guide hub.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
171,Third review,Robert Nicolo,Main content,Reference,APIs,,,,,The Okta APIs,Guide Hub,,"""Yes, phase 1 version can be a very simple guide hub.""",TBD,"No, it's ""glue"" documentation not related to the product help docs",,New doc - new content,,No doc dimension,,,"- Internal workshop session: Session 1 - Team 2 chose the Okta APIs group.
- Internal workshop session: Session 2 - Team 1 chose the APIs group.","WIC App Developer,Experienced IAM developer"
85,Third review,Robert Nicolo,Main content,Reference,APIs,Manage access to Okta's APIs,,,,Manage access to Okta's APIs,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",- Update title,Existing doc: changes needed,- API Access Management with Okta: https://developer.okta.com/docs/concepts/api-access-management/,No doc dimension,"Links to api reference section, listing endpoints, parameters, etc.","This doc is in two places in the IA. Discuss with @Dan Maharry
",,"WIC App Developer,Experienced IAM developer"
86,Third review,Robert Nicolo,Main content,Reference,APIs,Using OIDC and OAuth with Okta's APIs,Overview,,,Using OIDC and OAuth with Okta's APIs,Reference lookup,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers","- Move out of redocly to dev docs site. 
- Update title",Existing doc: changes needed,"- https://developer.okta.com/docs/api/openapi/okta-oauth/guides/overview/
- ",No doc dimension,"Basic overview of OpenID Connect & OAuth 2, covering Scopes, Tokens and claims, and Troubleshooting",,,"WIC App Developer,Experienced IAM developer"
288,Third review,Robert Nicolo,Main content,Reference,APIs,Enable CORS and cross-origin access to the Okta API,,,,Enable CORS and cross-origin access to the Okta API,How-to: developer focused,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",- Update title,Existing doc: changes needed,- Enable CORS: https://developer.okta.com/docs/guides/enable-cors/main/,No doc dimension,This document discusses enabling and testing CORS by using the Okta API,,,"WIC App Developer,Experienced IAM developer"
88,Third review,Robert Nicolo,Main content,Reference,SDKs,,,,,SDKs,Not applicable,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers","- See Existing content link for more details.
- We might need a new content type for this style of doc cc @Dan Maharry @Anne Juan",IA defined in a separate document,"See this doc for the overall structure and content:

New Code | SDK Libraries Page Version 2: https://docs.google.com/document/d/1jDOzJATgA14UKEtmAmNBqN6taTIKXP-ySoLj-BIHKbg/edit#heading=h.53y8lji1dnth

Documents that need be accessed and if if necessary incorporated into new SDK section and describe what you will doing with them in your doc. (These documents are not surfaced (but they exist) in the current IA under Languages and SDKs:

- Okta Music Store: https://developer.okta.com/code/dotnet/sample_application/
- Add user authentication to your Spring app: https://developer.okta.com/code/java/spring/
- 

",No doc dimension,"Describe and list all supported SDKs provided by Okta. Does not go into specific use cases.

Candidate for a separate workshop.",,"- Internal workshop session: Session 1 - Team 1 chose the Custom App SDKs group.
- Internal workshop session: Session 2 - Team 1 chose the SDKs group
","WIC App Developer,Experienced IAM developer"
642,Third review,Robert Nicolo,Main content,Reference,SDKs,How SDKs are versioned,,,,How SDKs are versioned,Explanation,,"""Yes, it's existing content requiring little to no change""",TBD,"No, targetted towards developers",,Existing doc: no changes identified,"- Library versions: https://developer.okta.com/code/library-versions/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
174,Third review,Robert Nicolo,Main content,Reference,Velocity template language,,,,,Velocity template language,Reference lookup,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",,New doc - new content,"Doc content is pulled from several docs:

- Customize email notifications: https://developer.okta.com/docs/guides/custom-email/main/
- Velocity template language (help docs): https://help.okta.com/en-us/content/topics/settings/velocity-variables.htm
- ",No doc dimension,,"This document includes the following:
- A list of all supported variables and a link to the VLT page
- All email templates and which templates support which variables",,"WIC App Developer,Experienced IAM developer"
331,Third review,Robert Nicolo,Main content,Reference,Okta expression language,,,,,Okta expression language,Reference lookup,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",,New doc with new content but also pulling from existing content,"- Expression Language in IDX : https://developer.okta.com/docs/reference/okta-expression-language-in-identity-engine/
- ""Legacy"" Expression Language : https://developer.okta.com/docs/reference/okta-expression-language/ ",No doc dimension,"At the moment, there are two documents. The main one covers the ""legacy"" Okta expression language and the secondary one covers it in Identity Engine. Suggest that these documents are role-reversed so that the main doc covers all the support for IDX and the secondary doc covers the diffs between it and Classic Engine.",,,"WIC App Developer,Experienced IAM developer"
173,Third review,Robert Nicolo,Main content,Reference,Dictionary,,,,,Terminology dictionary,Reference lookup,,"""No, new content can be created at later phase.""",TBD,"No, targetted towards developers",,New doc - new content,,No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
641,First review,Dan Maharry,Main content,Reference,Okta expression language,Legacy features,,,,Okta expression language - legacy features,Reference lookup,,,TBD,"No, targetted towards developers",,Existing doc: changes needed,"""Legacy"" Expression Language : https://developer.okta.com/docs/reference/okta-expression-language/ ",No doc dimension,This doc should present the legacy features of Expression Language not supported in Identity Engine. The current doc will need to be checked to make sure that si all that is covered and the rest is in the main IDX EL doc,,,"WIC App Developer,Experienced IAM developer"
659,Third review,Robert Nicolo,Main content,Reference,"Roles, resources, and permissions",,,,,Manage access to Org objects with role assignments,Integration guide,,"""Yes, since it's a new doc pulling from existing content""",TBD,"No, targetted towards developers",,Existing doc: changes needed,"Make this guide into a reference guide:
- Role assignment: https://developer.okta.com/docs/concepts/role-assignment/
",No doc dimension,,,,"WIC App Developer,Experienced IAM developer"
493,First review,Dan Maharry,Main content,Reference,APIs,API General Notes,,,,,Explanation,,,TBD,,,New doc with new content but also pulling from existing content,"'- Core Okta API	: https://developer.okta.com/docs/reference/core-okta-api/  (Versioning, Character Sets, Media Types)",,"Presents basic general facts about all the Okta APIs. In particular, pulls the Versioning, Character Sets and Media types from ""Core Okta APIs"" as these are generic to both response and requests.		",,,"WIC App Developer,Experienced IAM developer"
494,First review,Dan Maharry,Main content,Reference,APIs,Building an API Request,,,,,How-to ,,,TBD,,,New doc with new content but also pulling from existing content,- Core Okta API	: https://developer.okta.com/docs/reference/core-okta-api/ ,,"This document takes the following sections from ""Core Okta API"" and reworks them into a how-to guide on constructing a request to an Okta API.
- URL namespace
- Compat rules for input params
- HTTP verbs (but not sure if this is actually necessary)
- HTTP Headers (very necessary)
    - Client request context
    - User agent
    - IP address
    - Accept language
    - device fingerprint
    - request debugging
- Authentication (section needs updating to talk about bearer tokens as well as \ instead of SSWS tokens, and pointing to Okta2Okta and OktaToYourAPI guides)
- Filters and operators (with links out to ""Searching for users"" guide",,,"WIC App Developer,Experienced IAM developer"
495,First review,Dan Maharry,Main content,Reference,APIs,Parsing an API Response,,,,,How-to ,,,TBD,,,New doc with new content but also pulling from existing content,"- Core Okta API	: https://developer.okta.com/docs/reference/core-okta-api/ 
- Rate Limits best practices : https://developer.okta.com/docs/reference/rl-best-practices/",,"This document takes the following sections from ""Core Okta API"" and ""Rate Limits Best Practices"" and reworks them as a how-to guide on parsing in the response from an Okta API endpoint
- Compat rules for responses
- Errors
- Pagination + Link header
- Hypermedia
    - Links
    - Links in collections
- Request debugging
- Okta rate limit headers (not all, just that they exist - link to rate limit best practices doc)",,,"WIC App Developer,Experienced IAM developer"
491,First review,Dan Maharry,Main content,Reference,APIs,API Error Codes,,,,,Reference lookup,,,TBD,,,Existing doc: no changes identified,- Okta error codes and descriptions: https://developer.okta.com/docs/reference/error-codes/,,,,,"WIC App Developer,Experienced IAM developer"
634,First review,Dan Maharry,Main content,Reference,APIs,OAuth 2.0 Scopes,,,,,Reference lookup,,,TBD,,,Existing doc: changes needed,https://developer.okta.com/docs/api/oauth2/,,Straight copy from Redocly but need an introduction to give it some needed context,,,"WIC App Developer,Experienced IAM developer"
635,First review,Dan Maharry,Main content,Reference,APIs,Release Lifecycle,,,,,Explanation,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/guides/release-lifecycle/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
496,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Overview,,,,Conceptual overview,,,TBD,,,Existing doc: changes needed,"- Rate Limits: https://developer.okta.com/docs/reference/rate-limits/
",,"Needs a little more introduction about what rate limits mean in effect, a better description of each core category, and to the other content in this section. Also move the burst rate limits stuff out into separate doc (""Allow for periods of excessive API traffic"")	",,,"WIC App Developer,Experienced IAM developer"
497,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Core Rate Limits,,,,Reference lookup,,,TBD,,,New doc with new content but also pulling from existing content,"- Authn/End-user rate limitshttps://developer.okta.com/docs/reference/rl-global-enduser/
- Management rate limitshttps://developer.okta.com/docs/reference/rl-global-mgmt/
- Other endpoint rate limitshttps://developer.okta.com/docs/reference/rl-global-other-endpoints/",,"This document presents introduces the three categories of core rate limit, and presents the tables of each. It compiles the three separate pages that currently do this ",,,"WIC App Developer,Experienced IAM developer"
498,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Additional Rate Limits,,,,Reference lookup,,,TBD,,,Existing doc: no changes identified,- Additional limits: https://developer.okta.com/docs/reference/rl-additional-limits/,,Needs a little tidy up but essentially the same page as currently exists,,,"WIC App Developer,Experienced IAM developer"
499,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Monitor your usage with the Rate Limit Dashboard and Widget,,,,How-to ,,,TBD,,,Existing doc: changes needed,"'- Rate limit dashboard: https://developer.okta.com/docs/reference/rl-dashboard/
- Rate Limits (widget section): https://developer.okta.com/docs/reference/rate-limits/",,"Combines the dashboard page and widget section in the overview guide. Neds reworking to make it task-focused rather than an overview of the dashboard.	State ""How to"" content type. Could be written as conceptual overview instead.	",,,"WIC App Developer,Experienced IAM developer"
500,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Best practices for monitoring your API usage,,,,Best practice,,,TBD,,,Existing doc: no changes identified,"- Rate limit best practices: https://developer.okta.com/docs/reference/rl-best-practices/
",,"Straight copy of best practices doc. 
Rate limit response headers should already be in ""Parsing an API response"", so need to figure out if repetition is fine or if that doc should be the single source of truth.	",,,"WIC App Developer,Experienced IAM developer"
501,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Allow (and tune) for periods of excessive API traffic,,,,How-to ,,,TBD,,,New doc with new content but also pulling from existing content,"'- DynamicScale: https://developer.okta.com/docs/reference/rl-dynamic-scale/
- Rate Limits (Burst rate limits section): https://developer.okta.com/docs/reference/rate-limits/",,This document combines the section on Burst Rate Limits from the Rate Limits Overview doc and the DynamicScale doc into a Guidance doc for tweaking your rate limits until they are tuned correctly to your current needs.	 ,,,"WIC App Developer,Experienced IAM developer"
502,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Pre-May 2018 Rate Limits,,,,Reference lookup,,,TBD,,,Existing doc: no changes identified,- Previous rate limits: https://developer.okta.com/docs/reference/rl-previous/,,"Straight port of existing ""Previous Rate Limits"" doc. Needs review. Is this doc necessary still? How many pre-May 2018 orgs are still in use?",,,"WIC App Developer,Experienced IAM developer"
503,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,Rate limit warnings in your System Log,,,,Reference lookup,,,TBD,,,Existing doc: no changes identified,- System Log events for rate limits: https://developer.okta.com/docs/reference/rl-system-log-events/,,"Straight port of ""System log events for rate limits""",,,"WIC App Developer,Experienced IAM developer"
504,First review,Dan Maharry,Main content,Reference,APIs,API Rate Limits,How are authentication requests measured?,,,,Explanation,,,TBD,,,New doc - new content,- Client-based rate limits: https://developer.okta.com/docs/reference/rl-clientbased/,,"Discursive document covering how unauthenticated requests to Okta's OIDC \authorize and other anonymous-possible endpoints are counted and measured against existing rate limits. These are known as ""Client-based rate limits"".  Marked as no changes needed, but intro needs some work so it's easier to understand the problem that client-based rate limits are trying to solve.",,,"WIC App Developer,Experienced IAM developer"
629,First review,Dan Maharry,Main content,Reference,APIs,OpenID Connect & OAuth 2.0 API,Client Authentication,,,,Reference lookup,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-oauth/guides/client-auth/,,Straight port from Redocly. Might need a bit more editing and extra context?,,,"WIC App Developer,Experienced IAM developer"
630,First review,Dan Maharry,Main content,Reference,APIs,OpenID Connect & OAuth 2.0 API,Dynamic Client Registration,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-oauth/oauth/tag/Client/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
631,First review,Dan Maharry,Main content,Reference,APIs,OpenID Connect & OAuth 2.0 API,Custom Authorization Servers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-oauth/oauth/tag/CustomAS/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
632,First review,Dan Maharry,Main content,Reference,APIs,OpenID Connect & OAuth 2.0 API,Org Authorization Server,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-oauth/oauth/tag/OrgAS/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
633,First review,Dan Maharry,Main content,Reference,APIs,OpenID Connect & OAuth 2.0 API,Role Assignment,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-oauth/oauth/tag/RoleAssignment/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
636,First review,Dan Maharry,Main content,Reference,APIs,SCIM,Overview,,,,Explanation,,,TBD,,,Existing doc: changes needed,"https://developer.okta.com/docs/reference/scim/
",,"Stands as is from DevDocs. Just a note on what it is, a link to more explanation (links will need to be updated as appropriate) and the differences between v1.1 and v2.0",,,"WIC App Developer,Experienced IAM developer"
638,First review,Dan Maharry,Main content,Reference,APIs,SCIM,SCIM v2.0,,,,API reference,,,TBD,,,Existing doc: changes needed,https://developer.okta.com/docs/reference/scim/scim-20/,,Needs to be ported into Redocly format,,,"WIC App Developer,Experienced IAM developer"
639,First review,Dan Maharry,Main content,Reference,APIs,SCIM,SCIM v1.1,,,,API reference,,,TBD,,,Existing doc: changes needed,https://developer.okta.com/docs/reference/scim/scim-11/,,Needs to be ported into Redocly format	,,,"WIC App Developer,Experienced IAM developer"
524,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Agent Pools,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/AgentPools/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
525,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,API Service Integrations,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApiServiceIntegrations/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
526,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,API Tokens,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApiToken/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
527,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Applications,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Application/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
528,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Connections,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationConnections/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
529,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Features,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationCredentials/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
530,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Credentials,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationFeatures/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
531,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Grants,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationGrants/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
532,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Groups,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationGroups/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
533,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Logos,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationLogos/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
534,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Okta Application Settings,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationOktaApplicationSettings/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
535,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Policies,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationPolicies/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
536,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application SSO,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationSSO/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
537,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Tokens,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationTokens/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
538,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Application Users,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/ApplicationUsers/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
539,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Attack Protection,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/AttackProtection/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
540,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Authenticators,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Authenticator/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
541,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Authorization Servers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/AuthorizationServer/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
542,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Associated Authorization Servers,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/AuthorizationServerAssoc/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
543,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Authorization Server Claims,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/AuthorizationServerClaims/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
544,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Behavior Rules,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Behavior/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
545,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,CAPTCHAs,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/CAPTCHA/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
546,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Custom Domains,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/CustomDomain/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
547,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Customizations,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Customization/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
548,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Devices,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/Device/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
549,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Device Assurance Policies,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/DeviceAssurance/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
550,First review,Dan Maharry,Main content,Reference,APIs,Okta Admin Management APIs,Email Domains,,,,API reference,,,TBD,,,Existing doc: no changes identified,https://developer.okta.com/docs/api/openapi/okta-management/management/tag/EmailDomain/,,Straight port from Redocly,,,"WIC App Developer,Experienced IAM developer"
